,Lyrics
"""Dancing in the Dark""",get evening got nothing say come home morning bed feeling way nothing tired man tired bored hey baby could use little help start fire start fire without spark gun hire even dancing dark message keep getting clearer radio moving round place check look mirror wan change clothes hair face man getting nowhere living dump like something happening somewhere baby know might also like start fire start fire without spark gun hire even dancing dark sit around getting older joke somewhere shake world shoulder come baby laugh stay street town carving right say got stay hungry hey baby starving tonight dying action sick sitting around trying write book need love reaction come baby give one look start fire sitting round cry broken heart gun hire even dancing dark start fire worrying little world falling apart gun hire even dancing dark even dancing dark even dancing dark even dancing dark hey baby 
"""Girls Just Want to Have Fun""",come home mornin light mother say gon live life right mama dear fortunate one girl wan fun girl wan fun phone ring middle night father yell gon life daddy dear know still number one girl wan fun girl wan really want fun workin day done girl wan fun girl wan fun girl want wan fun girl wan boy take beautiful girl hide away rest world wan one walk sun girl wan fun girl wan might also like really want fun workin day done girl wan fun girl wan fun girl want wan fun girl wan wan wan girl wan wan girl wan fun girl wan fun girl wan fun wan wan wan wan girl wan wan girl wan fun girl girl wan fun workin workin day done workin day done girl girl wan fun everyone wan wan girl wan wan girl wan fun girl girl wan fun wan wan workin workin day done wan wan girl workin day done girl girl wan fun girl wan fun wan wan wan 
"""The Reflex""",gone far time dancing valentine tell somebody fooling around chance danger line cross bridge find another day make stand woah high time time deciding find helping hand woah use try bruise buy time lose use try bruise buy time lose reflex lonely child waiting park reflex charge finding treasure dark watching lucky clover bizarre every little thing reflex leaf answered question mark might also like ride want get slow roundabout sold renoir set wan around get use try bruise buy time lose use try bruise buy time lose reflex lonely child waiting park reflex charge finding treasure dark watching lucky clover bizarre every little thing reflex leaf answer question mark use try bruise buy time lose use try bruise buy time lose reflex lonely child waiting park reflex charge finding treasure dark watching lucky clover bizarre every little thing reflex leaf answered question mark reflex game hiding card reflex charge finding treasure dark watching lucky clover bizarre every little thing reflex leaf answered question mark 
"""Time After Time""",lyin bed hear clock tick think caught circle confusion nothing new flashback warm night almost left behind suitcase memory time sometimes picture walkin far ahead callin hear said say slow fall behind second hand unwinds lost look find time time fall catch waiting time time lost look find time time fall catch waiting waiting time time picture fade darkness turned gray watchin window wondering okay secret stolen deep inside drum beat time might also like lost look find time time fall catch waiting time time say slow fall behind second hand unwinds lost look find time time fall catch waiting time time lost look find time time fall catch waiting waiting time time time time time time time time time time time time time time time time 
"""Jump (For My Love)""",eye tell want feel heartbeat know like see hold give need wrap love around excited feel getting hotter baby take take one ever gone want want jump love jump feel touch jump want taste kiss night jump jump love jump know heart make happy jump know arm feel jump want taste kiss night jump jump love told woman nobody like make move try much farther baby might also like one one heaven wait door want want jump love jump feel touch jump want taste kiss night jump jump love jump know heart make happy jump know arm feel jump want taste kiss night jump jump love next come alive love burn inside feel right come want tonight jump jump want taste kiss night jump jump jump jump know heart make happy jump know arm feel jump want taste kiss night jump jump love jump come jump jump know need jump got yeah jump jump love got jump yeah yeah jump yeah yeah yeah yeah jump hey yeah come jump jump jump love yeah jump ooh ooh jump baby jump yeah ooh yeah jump come jump jump love jump 
"""Talking in Your Sleep""",close eye sleep sound heartbeat hear thing dreaming open heart truth come tell want tell need tell love know right cause hear night hear secret keep talking sleep hear secret keep talking sleep hold arm night know sleeping spotlight dream keep inside telling secret hide tell want tell need tell love know right cause hear night might also like hear secret keep talking sleep hear secret keep talking sleep hear secret keep talking sleep hear secret keep talking sleep close eye fall asleep everything mystery tell want tell need tell love know right cause hear night hear secret keep talking sleep hear secret keep talking sleep hear secret keep talking sleep hear secret keep talking sleep hear secret keep talking sleep hear secret keep 
"""Self Control""",night world city light painted girl day nothing matter night time flatters night control wall something breaking wearing white walkin street soul take self take self control got livin night morning come story told take self take self control another night another day go never stop wonder help forget play role take self take self control live among creature night got try fight new tomorrow guess believe tomorrow never come safe night take self take self control living forest dream take self take self control know night would seem take self take self control must believe something make believe take self take self control night never might also like night world city light painted girl day nothing matter night time flatters live among creature night got try fight new tomorrow guess believe tomorrow never know safe night take self take self control living forest dream take self take self control know night would seem take self take self control must believe something make believe take self take self control night never take self take self control take self take self control take self take self control take self take self control take self take self control take self take self control take self take self control take self take self control 
"""Let's Go Crazy""",dearly beloved gathered today get thing called life electric word life mean forever mighty long time tell something else afterworld world never ending happiness always see sun day night call shrink beverly hill know one everything right instead asking much time left ask much mind babe cause life thing much harder afterworld life elevator try bring crazy punch higher floor whoo like world living take look around least got friend see called old lady friendly word picked phone dropped floor heard might also like gon let elevator bring let let crazy let get nut let look purple banana put truck let come excited know maybe cause gon die better live fore grim reaper come knocking door tell gon let elevator bring let let crazy let get nut look purple banana put truck let mon baby let get nut yeah crazy let crazy gon let elevator bring let crazy whoo said let crazy crazy let let let everything right make everything wrong pill thrill daffodil kill hang tough child coming coming coming take away 
"""Say It Isn't So""",say say say say say painful tell dissatisfied last time asked really got lame excuse know lied wicked thing happen see goin war play quiet way bite even say tell want yeah baby promise right say propped stopped low motivation ground might also like know first reaction slide away hide away goodbye doubt maybe give thousand reason say say say say say like stranger party two rebel shell say like move best know move well need someone lean know open door faced replaced want even baby say say say say say say say say say say wan say wan ooh baby say say say say say say say say say say say know hard say hard say say babe say must way say way say say say say say ooh know wan make say say 
"""Hold Me Now""",picture pinned wall image laughing loving look life tattered torn fuss fight delight tear cry dawn whoa hold whoa warm heart stay let lovin start let lovin start say dreamer two kind searching perfect world know never find perhaps leave yeah yeah far away know nowhere rather today whoa whoa might also like hold whoa warm heart stay let lovin start let lovin start whoa hold whoa warm heart stay let lovin start let lovin start whoa ask love well say know one game play sing new song please cry anymore even ask forgiveness though know asking whoa whoa hold hold loving arm whoa warm heart warm cold tired heart stay stay let lovin start let lovin start whoa hold hold loving arm whoa warm heart warm cold tired heart stay stay let lovin start let lovin start whoa hold hold loving arm whoa warm heart warm cold tired heart stay stay let lovin start let lovin start whoa hold hold loving arm whoa warm heart warm cold tired heart stay stay let lovin start let lovin start whoa hold hold loving arm whoa warm heart warm cold tired heart stay stay let lovin start let lovin start whoa 
"""Joanna""",joanna love one one love lie girl always mind give love feeling right never let especially night gon best please girl man see pick feelin low baby got let know joanna love one one baby one one kind girl make feel nice try best right take ride everything fine joanna love one one might also like searched far searched long find someone someone count feel got right found baby dear night nice everything alright promising take take home baby take home baby one one kind girl make feel nice try best right take ride everything fine ooh joanna ooh joanna joanna love one one ooh yeah joanna love yes love one one believe babe say 
"""I Just Called to Say I Love You""",new year day celebrate chocolate covered candy heart give away first spring song sing fact another ordinary day april rain flower bloom wedding saturday within month june something true made three word must say called say love called say much care called say love mean bottom heart summer high warm july harvest moon light one tender august night autumn breeze falling leaf even time bird fly southern sky libra sun halloween giving thanks christmas joy bring though old new fill heart like three word could ever might also like called say love called say much care called say love mean bottom heart called say love yeah called say much care called say love mean bottom heart heart heart baby heart 
"""Somebody's Watching Me""",watching tell watching watching average man average life work nine five hey hell pay price want left alone average home always feel like twilight zone always feel like somebody watchin privacy always feel like somebody watchin tell dream come home night bolt door real tight people call phone trying avoid people see paranoid shower afraid wash hair cause might open eye find someone standing people say crazy little touched maybe shower remind psycho much might also like always feel like somebody watchin privacy always feel like somebody watchin playing trick watching know anymore neighbor watching watching well mailman watching tell watching feel safe anymore mess wonder watching irs always feel like somebody watchin privacy always feel like somebody watchin tell dream always feel like somebody watchin hee hee hee privacy always feel like somebody watchin playing trick watching watching always feel like somebody watchin ooh ooh always feel like somebody watchin watching always feel like somebody watchin ooh ooh always feel like somebody watchin watching always feel like somebody watchin privacy always feel like somebody watchin enjoy tea watching always feel like somebody watchin privacy always feel like somebody watchin watching watching always feel like somebody watchin hee hee always feel like somebody watchin stop playing trick yeah watching always feel like somebody watchin leave always feel like somebody watchin enjoy tea watching 
"""Break My Stride""",last night strangest dream sailed away china little rowboat find said get laundry clean want one hold mean said nothin gon break stride nobody gon slow got keep moving nothin gon break stride runnin touch ground got keep moving roll pray last road behind rocky feeling cocky look see past reason runnin fast said nothin gon break stride nobody gon slow got keep moving nothin gon break stride runnin touch ground got keep moving might also like never let another girl like work never let another girl like drag meet another girl like tell never want another girl like say nothin gon break stride nobody gon slow got keep moving nothin gon break stride runnin touch ground got keep moving nothin gon break stride nobody gon slow got keep moving nothin gon break stride runnin touch ground got keep moving whoa nothin gon break stride nobody gon slow got keep moving nothin gon break stride runnin touch ground got keep moving nothin gon break stride nobody gon slow got keep moving 
"""99 Luftballons""",hast etwas zeit mich dann singe ich ein lied dich von luftballons auf ihrem weg zum horizont denkst vielleicht grad mich dann singe ich ein lied dich von luftballons und das sowas von sowas kommt luftballons auf ihrem weg zum horizont hielt man ufo au dem darum schickte ein general fliegerstaffel hinterher alarm geben wenn dabei war dort horizont nur luftballons senflieger jeder war ein gro krieger hielten sich captain kirk gab ein gro feuerwerk die nachbarn haben nichts gerafft und hlten sich gleich angemacht dabei schoss man horizont auf luftballons might also like kriegsminister streichholz und benzinkanister hielten sich schlaue leute witterten schon fette beute riefen krieg und wollten macht mann wer tte da gedacht das einmal weit kommt wegen luftballons wegen luftballons luftballons jahre krieg lie keinen platz sieger kriegsminister gibt nicht mehr und auch keine senflieger heute zieh ich meine runden seh die welt mmern liegen hab luftballon gefunden denk dich und lass ihn fliegen 
"""I Can Dream About You""",timing tear fall eye hiding remedy cure old heart mine dream hold tonight dream know hold right dream hold tonight dream know hold right moving sidewalk see foot climbing street see lonely dream hold tonight dream know hold right might also like dream gon press lip hold dream know got spellbound else moving sidewalk see foot climbing pain heart cause need dream whoa dream yes dream whoa understand keep mind loving even minute oooh baby caught magic see one thing dream hold tonight dream know hold right dream hold tonight dream dream dream dream dream 
"""The Glamorous Life""",wear long fur coat mink even summer time everybody know coy little wink girl got lot mind got big thought big dream big brown mercedes sedan think girl really want love man want lead glamorous life need man touch want lead glamorous life without love much saw standing section marked ask afford lingerie threw bread said make scream dark could say boy small talk small mind really impress bed said need man man baby diamond fur love would conquer head might also like want lead glamorous life need man touch want lead glamorous life without love much made haste brown sedan drove secret street made love seventh wave knew problem thought real love really scary money pay rent love forever life love heaven sent glamorous want lead glamorous life need man touch want lead glamorous life without love much much want lead glamorous life need man touch want lead glamorous life without love much much lead glamorous life need man touch want lead glamorous life without love much much 
"""Oh Sherrie""",gone knowing made feel gone word steel must dreamer must dreamer know must someone else someone else sherrie love hold hold love hold hold sherrie love hold hold love hold hold want let hurtin better alone thought might also like know fever fever know never find nowhere else nowhere nowhere else feel burnin sherrie love hold hold love hold hold sherrie love hold hold love hold hold sherrie gone long ago far away gone know lie stay sherrie love hold hold love hold hold sherrie love hold hold love hold hold sherrie love hold hold love hold hold sherrie love sherrie sherrie hold sherrie 
"""Stuck on You""",stuck got feeling deep soul lose guess way needed friend way feel guess til end guess way mighty glad stayed stuck fool long guess time come home guess way hard see woman like could wait around man like guess way mighty glad stayed leaving midnight train tomorrow know going packed trouble thrown away cause time little darling coming home stay stuck got feeling deep soul lose guess way needed friend way feel guess til end guess way mighty glad stayedyou might also like 
"""I Guess That's Why They Call It the Blues""",wish away look like forever could honestly say thing get better away dust demon inside long run place heart hide guess call blue time hand could time spent laughin like child livin like lover rollin like thunder cover guess call blue stare space picture face hand live second without hesitation never forget man wait girl cry night help ever simply love love life might also like guess call blue time hand could time spent laughin like child livin like lover rollin like thunder cover guess call blue wait girl cry night help ever simply love love life guess call blue time hand could time spent laughin like child livin like lover rollin like thunder cover guess call blue laughing like child living like lover guess call blue laughing like child living like lover guess call blue guess call blue 
"""She Bop""",well see every night tight blue jean page blueboy magazine hey thinking new sensation picking good vibration oop bop bop wan lion roar yeah wan south get hey say stitch time save nine say better stop blind oop bop bop bop bop bop bop bop bop bop bop bop hope understand bop bop bop bop bop bop bop bop bop bop hey hey say better get chaperone stop messing danger zone worry fret law yet oop bop bop might also like bop bop bop bop bop bop bop bop bop hope understand bop bop bop bop bop bop bop bop bop bop bop bop bop bop bop bop bop bop bop hope understand bop bop bop bop bop bop bop bop bop bop 
"""Borderline""",something way love let want prisoner baby set free stop playing heart finish start make love come want let know baby let show honey fool around try understand understand given cause got best borderline feel like going lose mind keep pushing love borderline borderline feel like going lose mind keep pushing love borderline borderline might also like keep pushing baby know drive crazy keep pushing love borderline something eye making fool hold arm love til see let look around baby found stop driving away wan stay something got say try understand understand given cause got best borderline feel like going lose mind keep pushing love borderline borderline feel like going lose mind keep pushing love borderline borderline keep pushing baby know drive crazy keep pushing love borderline look love done mon baby set free keep pushing love borderline borderline cause much pain think going insane take make see keep pushing love borderline keep pushing keep pushing keep pushing love keep pushing love borderline borderline mon baby mon darling yeah 
"""Sunglasses at Night""",wear sunglass night watch weave breathe story line wear sunglass night keep track vision eye deceiving cut security got control turn say switch blade guy shade masquerade guy shade believe cause got made guy shade wear sunglass night forget name collect claim wear sunglass night see light right eye might also like deceiving cut security got control turn say switch blade guy shade masquerade guy shade believe cause got made guy shade deceiving cut security got control turn say switch blade guy shade masquerade guy shade believe afraid guy shade escape cause got made guy shade said wear sunglass night wear sunglass night wear sunglass night say wear sunglass night wear sunglass night wear sunglass night cry wear sunglass night wear sunglass night 
"""Eyes Without a Face""",hope one bad break could bring fall far home call phone tell alone easy deceive easy tease hard get release le yeux sans visage eye without face le yeux sans visage eye without face le yeux sans visage eye without face got human grace eye without face ooh spent much time believing lie keep dream alive make sad make mad truth loving le yeux sans visage eye without face le yeux sans visage eye without face le yeux sans visage eye without face got human grace eye without face might also like ooh hear music make dip someone else pocket make slip steal car la vega ooh gigolo pool hanging state line turning holy water wine drinking bus psychedelic trip reading murder book trying stay hip thinking say prayer say prayer say prayer ooh ooh ooh ooh ooh close eye wonder despise love alive new gone eye better realise le yeux sans visage eye without face le yeux sans visage eye without face le yeux sans visage eye without face got human grace eye without face human waste eye without face getting worse 
"""Here Comes the Rain Again""",come rain falling head like memory falling head like new emotion want walk open wind want talk like lover want dive ocean raining baby talk like lover walk like lover talk like lover come rain raining head like tragedy tearing apart like new emotion ooh want breathe open wind want kiss like lover want dive ocean raining might also like baby talk like lover walk like lover talk ooh like lover baby talk like lover ooh ooh yeah come ooh hey hey hey hey hey hey hey come rain falling head like memory falling head like new emotion come come want walk open wind want talk like lover want dive ocean raining ooh come come rain said falling head like memory falling head like new emotion ooh ooh yeah want walk open wind mhm want talk like lover want dive ocean raining come rain falling head like memory falling head like new emotion 
"""Uptown Girl""",uptown girl living uptown world bet never backstreet guy bet momma never told gon try uptown girl living white bread world long anyone hot blood looking downtown man know want time wake make mind see tough love uptown girl know seen uptown world getting tired high class toy present uptown boy got choice might also like uptown girl know afford buy pearl maybe someday ship come understand kind guy win walking looking fine talking say mine say tough love uptown girl living white bread world long anyone hot blood looking downtown man uptown girl uptown girl know love uptown girl uptown girl know love uptown girl uptown girl know love uptown girl uptown girl know love uptown girl 
"""Sister Christian""",sister christian time come know one say okay going looking know boy want play true motoring price flight finding mister right alright tonight babe know growing fast mama worrying last say let play sister christian much life give time due true true yeah motoring price flight got sight driving night might also like motoring price flight finding mister right alright tonight motoring price flight got sight driving night motoring price flight finding mister right alright tonight sister christian time come know one say okay motoring yeah motoring 
"""Drive""",gon tell late gon tell thing great thinking nothing wrong gon drive home tonight gon pick fall gon hang call gon pay attention dream yeah gon plug ear scream thinking nothing wrong gon drive home tonight gon hold shake gon come around break thinking nothing wrong gon drive home tonight know thinking nothing wrong gon drive home tonight might also like 
"""Twist of Fate""",deserve second chance fall circumstance straight narrow much deserve higher voice called tune two heart lost beat resume gift life extension divine intervention ooh ooh ooh ooh got strange twist fate telling heaven wait telling get right time life mean thing without love bring love found second time around understand going woke morning hurt gone new beginning back land living might also like ooh ooh ooh ooh got strange twist fate telling heaven wait got get right time life mean thing without love bring love found second time around got strange twist fate telling heaven wait gon get right time life mean thing without love bring love found second time around got strange twist fate telling heaven wait know got get right gon get right time life life mean thing mean thing without love bring love found found second time around got strange twist fate telling heaven wait life life mean thing without love bring love found 
"""Union of the Snake""",telegram force ready knew big mistake fine line drawing sens together think break listen close hear singer voice body coming radio union snake climb moving gon race gon break borderline nightshade warning give strength least give light give anything even sympathy chance could right listen close hear singer voice body coming radio might also like union snake climb moving gon race gon break borderline union snake climb moving gon race gon break borderline listen close hear singer voice body coming radio union snake climb moving gon race gon break borderline union snake climb gon race gon break gon move borderline union snake climb moving gon race gon break borderline union snake climb gon race gon break gon move 
"""The Heart of Rock & Roll""",new york new york everything say place rather else half million thing quarter three play music ooh modern music like lot style still old back beat rhythm really really drive wild say heart rock roll still beating seen believe old boy may barely breathing heart rock roll heart rock roll still beating hollywood sunset strip something everyone see neon light pretty pretty girl dressed scantily play music hard rock music like lot flash still old back beat rhythm really kick might also like say heart rock roll still beating seen believe old boy may barely breathing heart rock roll heart rock roll still beating johnny san antone liberty town boston baton rouge tulsa austin oklahoma city seattle san francisco everywhere music real live music band million style still old rock roll music really really drive wild say heart rock roll still beating seen believe old boy may barely breathing heart rock roll heart rock roll still beating yeah cleveland detroit heart rock 
"""Hard Habit to Break""",guess thought forever another illusion chose create know got gone found little late acting lucky favor hardly knew gone wrong idea much cared without take lot getting used learn live want without big mistake instead getting easier hardest thing take addicted babe hard habit break might also like found someone else every reason know blame running two people together living alone spreading love thin year still trying shake much better say take time deep night endless fight get mind without take lot getting used learn live want without big mistake instead getting easier hardest thing take addicted babe hard habit break without take lot getting used learn live want without big mistake instead getting easier hardest thing take addicted babe hard habit break hard habit hard break habit break hard habit hard break habit break addicted hard habit hard break habit break hard habit hard break habit break addicted baby 
"""The Warrior""",ohh ohh ooh run run run away heart betray feeding hungry eye bet civilized well love primitive wild gift wan give break captivity follow stereo jungle child love kill heart still wild shootin wall heartache bang bang warrior well warrior heart heart win survive warrior warrior warrior might also like talk talk talk eye touch physically stay take night passion take another bite ohh ohh hunter game feel beat call name hold close victory wan tame animal style caged call wild shootin wall heartache bang bang warrior well warrior heart heart win survive warrior warrior warrior warrior shootin wall heartache shootin wall heartache warrior warrior heart heart win heart heart win survive warrior warrior shootin wall heartache bang bang warrior yes warrior victory mine shootin wall heartache warrior warrior shootin wall heartache bang bang warrior well warrior 
"""If Ever You're in My Arms Again""",came easy lovin gave feeling shared still remember touch tender told cared lifetime see gone second lifetime may much ask swear ever arm time love much better ever arm time hold forever time never end seeing clearly still need near still love something ever leave letting letting might also like lifetime know till life fell apart second lifetime much ask cause swear heart ever arm time love much better ever arm time hold forever time never end never end best romance deserve second chance get somehow cause promise ever arm time love much better ever arm time hold forever time never end ever arm time love much better ever arm time hold forever time never end ever arm time love much better ever arm time hold forever time never end 
"""Automatic""",look utterly whim defense camera look ray vision system run aground manage push lip stream absurdity every word intended speak wind locked circuitry way control totally automatic whenever around walking blindfolded completely automatic system automatic automatic automatic automatic madness make motor run leg weak stand sadness exhilaration like robot command might also like hand perspire shake like leaf go temperature summon doctor get relief tell cure tell way control totally automatic whenever around walking blindfolded completely automatic system automatic automatic automatic automatic automatic automatic automatic automatic automatic look utterly whim defense camera look ray vision system run aground manage push lip stream absurdity every word intended speak wind locked circuitry way control totally automatic whenever around walking blindfolded completely automatic system way control totally automatic whenever around automatic walking blindfolded completely automatic system way control totally automatic whenever around automatic walking blindfolded completely automatic system 
"""Let the Music Play""",started dancing love put groove soon started move music played body displayed dance love picked romance thought clear plan would share feeling music changed plan rearranged went dance someone else started dancing love put groove somebody new love want love said let music play get away keep groove come back let play might also likelet music play get away groove ignore leave anymore tried pretending dance dance see dancing way back guess discovered truly lover magic start cause love kept groovin felt movin even though danced apart started dancing love put groove soon started move soon started move love said let music play get away keep groove come back let play let music play get away groove ignore leave anymore tried pretending dance dance see dancing way back dancing way back love said let music play let music play get away keep groove come back let play let music play get away groove ignore leave anymore let music play get away 
"""To All the Girls I've Loved Before""",girl loved travelled door glad came along dedicate song girl loved girl caressed may say held best helping grow owe lot know girl loved wind change always blowing every time try stay wind change continue blowing carry away girl shared life someone else wife glad came along dedicate song girl loved might also like girl cared filled night ecstasy live within heart always part girl loved wind change always blowing every time try stay wind change continue blowing carry away girl loved travelled door glad came along dedicate song girl loved girl loved travelled door glad came along dedicate song girl loved 
"""Careless Whisper""",africa toto aicha outlandish info got rhythm phineas ferb star smash mouth axel crazy frogb baby justin bieber baby breakbot bad boujee migos feat lil uzi vert baka mitai mitsuharu fukuyama ballin mustard roddy ricch banana dance jean feldman banana song banana onision banana phone raffi barbie girl aqua beep beep sheep lildeucedeuce big enough kirin callinan feat molly lewis jimmy barnes alex cameron bill nye science guy mike greene bitch lasagna pewdiepie party backyard blue dee eiffel bring life evanescencec call maybe carly rae jepsen feel heart bring horizon caramelldansen caramella girl info careless whisper wham catallena orange caramel info chocolate rain tay zonday come get rae sremmurd cooking book lil bigger mix lazy town crank soulja boy soulja boy tell crawling linkin parkd despacito luis fonsi feat daddy yankee dragostea din zone dreamscape sound system drop like hot snoop dogg feat pharrell duck song bryant odene everytime touch cascadaf fabulous secret power slackcircus fergalicious fergie feat firefly owl city fox fox say ylvis fresh prince bel air jazzy jeff fresh prince friday rebecca black fruit salad wiggle fuck tha police gangnam style psy gitchee gitchee goo phineas ferbtones phineas ferb goofy goober rock tom rothrockh harlem shake baauer hello lionel richie hide seek imogen heap hoe mad famous dex hotline bling drakei feeling drake summertime mungo jerry believer smash mouth gummy bear gummy bear song gummib everyday bro jake paul feat team juju beat anthem zay hilfigerrrk kazoo kid trap remix kazoo kid kung fighting carl douglasl look xxxtentacion lose eminemm mad world michael andrew feat gary jules man hot big shaq marilyn monroe danielle cohn mine diamond minecraft awesome parody bamba sheck wes moskau dschinghis khan move bitch ludacris feat mystikal boombastic biggie cheesen nyan cat theme nyan cat never gon give rick astleyo fortuna fortuna imperatrix mundi carl orff ocean man weenp pen pineapple apple pen pikotaro photograph nickelback pokemon song mishovy silenosti pok mon theme song pok monqr roach mask slump god feat xxxtentacion ram ranch grant macdonald rasputin boney ridin chamillionaire feat krayzie bone roundabout yes running max coveri revolution kirk franklin info sandstorm darude scatman ski bop dop bop scatman john shooting star bag raider info sicko mode travis scott drake spooky scary skeleton remix living tombstone straight outta compton sweatshirt jacob sartorius suge dababyt take info justin bieber fire flame dragonforce time john cena tha trademarc treasure bruno mar tunak tunak tun daler mehndi turn snake yarichin bitch club touch romanized ultimate denzel curry info wake wham like party vengabus vengaboys speak americano yolanda cool dcup rock queen love haddaway let dog baha men always lying nicholas fraser work iggy azalea worth fifth harmony info reposted wrong neighborhood shokkz element vitas 
"""Like a Virgin""",made wilderness somehow made know lost found beat incomplete sad blue made feel yeah made feel shiny new like virgin touched first time like virgin heart beat next mine gon give love boy fear fading fast saving cause love last fine mine make strong yeah make bold love thawed yeah love thawed scared cold like virgin hey touched first time like virgin heartbeat next mine might also likewhoa whoa whoa whoa whoa whoa whoa whoa whoa fine mine til end time cause made feel yeah made feel nothing hide like virgin hey touched first time like virgin heartbeat next mine like virgin ooh ooh like virgin feel good inside hold heart beat love ooh ooh ooh ooh ooh baby yeah hear heart beat first time 
"""Wake Me Up Before You Go-Go""",jitterbug jitterbug jitterbug jitterbug put boom boom heart send soul sky high lovin start jitterbug brain yeah yeah go bang bang bang til foot something buggin something right best friend told last night left sleepin bed dreamin instead wake leave hanging like wake wan miss hit high wake cause plannin going solo wake take dancing tonight wan hit high yeah yeah might also like take grey sky way make sun shine brighter doris day turned bright spark flame yeah yeah beat per minute never cause lady fool make crazy act cruel come baby let fight dancing everything right wake leave hanging like wake wan miss hit high wake cause plannin going solo wake take dancing tonight wan hit high yeah yeah yeah baby jitterbug jitterbug cuddle baby move tight dancing tomorrow night cold warm bed dance stay home instead jitterbug wake leave hanging like wake wan miss hit high wake cause plannin going solo wake take dancing tonight wake dare leave hanging like leave hanging like wake take dancing wan miss hit high boom boom boom boom wake cause plannin going solo boom boom boom boom yeah yeah yeah wake take dancing tonight yeah yeah 
"""I Want to Know What Love Is""",got take little time little time think thing better read line case need older mountain must climb feel like world upon shoulder cloud see love shine keep warm life grows colder life heartache pain know face stop traveled far change lonely life wan know love want show wan feel love know show gon take little time little time look around got nowhere left hide look like love finally found might also like life heartache pain know face stop traveled far change lonely life wan know love want show wan feel love know show wan know love want show wan feel wan feel love know know show let talk love wan know love love feel inside want show feelin much love wan feel love hide know show yeah wan know love let talk love want show wan feel wan feel love know know know show yeah wan know love wan know want show wan know wan know wan know wan feel love wan feel know show 
"""I Feel for You""",chaka chaka chaka chaka khan chaka khan chaka khan chaka khan chaka khan let rock let rock chaka khan let rock wan chaka khan let rock let rock chaka khan let rock cause feel chaka khan would tell wan feel way feel chaka khan let tell wan wan love wan hug wan squeeze let take arm let fill charm chaka cause know one keep warm chaka make physical dream wan rock chaka baby cause make wan scream let rock rock baby baby look get warm feeling inside something thing keep satisfied might also like lie baby mainly physical thing feeling got baby make wan sing feel think love feel think love chaka khan let rock let rock chaka khan let rock wan chaka khan let rock let rock chaka khan let rock cause feel feel baby baby lay place rather believe believe true thing lie baby physically attracted feeling got baby nothing feel think love feel think love whoa ooh ooh yes sir one time say yeah feel think love feel think love chaka chaka chaka chaka khan chaka khan chaka khan chaka khan chaka khan let rock let rock chaka khan let rock wan chaka khan let rock let rock chaka khan let rock cause feel chaka khan would tell wan feel way feel chaka khan let tell wan wan love wan hug wan squeeze let take arm let fill charm chaka cause know one keep warm chaka make physical dream wan rock chaka baby cause make wan scream let rock rock feel ooh feel feel ooh feel feel ooh feel feel think love feel think love feel think love feel think love feel think love feel think love 
"""Out of Touch""",shake know using body wakin fantasy shade around color used see broken ice still melt sun time broken often one soul alone soul really matter take look around touch time time head around touch time time head around reachin something hold looking love climate cold manic move drowsy dream livin middle two extreme smoking gun hot touch would cool use much yeah soul alone soul really matter much might also like touch time time head around touch time time head around ooh touch touch wow touch time head around touch time time head around round touch soul alone girl time head around touch time touch time touch time girl head around touch reach something hold time head around cold girl cold girl cold girl yeah touch time around touch time touch time touch time touch time girl head around touch yeah time head around touch focus time 
"""Everybody Wants to Rule the World""",welcome life turning back even sleep find acting best behaviour turn back mother nature everybody want rule world design remorse help decide help make freedom pleasure nothing ever last forever everybody want rule world room light find holding hand wall come tumbling right behind might also like glad almost made sad fade everybody want rule world stand indecision married lack vision everybody want rule say never never never never need one headline believe everybody want rule world freedom pleasure nothing ever last forever everybody want rule world 
"""Money for Nothing""",want want mtv want want mtv want want mtv want want mtv look yos way play guitar mtv working way money nothing chick free working way lem tell guy dumb maybe get blister little finger maybe get blister thumb got install microwave oven custom kitchen delivery got move refrigerator got move colour tv see little faggot earring makeup yeah buddy hair little faggot got jet airplane little faggot millionaire might also like got install microwave oven custom kitchen delivery got move refrigerator got move colour tv hoover mover got install microwave oven custom kitchen delivery got move refrigerator got move colour tv looky look learned play guitar learned play drum look mama got sticking camera man could hawaiian noise banging bongo like chimpanzee working way get money nothing get chick free got install microwave oven custom kitchen delivery got move refrigerator got move colour tv listen working way play guitar mtv working way money nothing chick free money nothing chick free get money nothing chick free money nothing chick free money nothing chick free money nothing chick free money nothing chick free money nothing yeah chick free get money nothing chick free look look get money nothing want want bozo chick free want mtv money nothing want want chick free want mtv get money nothing want want chick free want mtv money nothing want want chick free want mtv easy easy money nothing want want easy easy chick free want mtv easy easy money nothing want want chick free want mtv working money nothing chick free money nothing chick free 
"""Crazy for You""",swaying room music start stranger making dark two two body become one see smokey air feel weight stare close still world away dying say crazy touch know true never wanted anyone like brand new feel kiss crazy crazy trying hard control heart walk eye eye need word slowly begin move every breath deeper soon two standing still time read mind see might also like crazy touch know true never wanted anyone like brand new feel kiss feel kiss crazy touch know true never wanted anyone like brand new feel kiss crazy crazy crazy crazy brand new crazy know true crazy crazy brand new crazy know true yeah crazy crazy baby crazy crazy baby 
"""Take On Me""",talkin away know say say anyway today another day find shying away comin love okay take take take take gone day two needle say odds end stumbling away slowly learnin life okay say better safe sorry take take take take gone day two might also like thing say yeah life play worry away thing got remember shying away comin anyway take take take take gone day take take take take gone take take day take take take take take take take 
