,Lyrics
"""Be My Baby""",night met knew needed chance never let say love make proud make turn head every place please baby little baby one baby say darlin baby baby one baby whoa make happy baby wait see every kiss give give three since day saw waiting know adore til eternity please baby little baby one baby say darlin baby baby one baby whoa might also like mon baby little baby one baby say darlin baby baby one baby baby little baby one baby baby one baby woah baby one baby baby baby one baby woah 
"""South Street""",dancin elite south street south street side side loose neat stompin street hurry baby hippest street town baby meet south street yeah hurry come meet south street hippest street town well take west street east street north avenue cause know south street best street ball hear groovy beat south street south street make move foot south street south street everybody gather round cause dig crazy sound hurry baby hippest street town baby meet south street come yeah hurry come meet south street hippest street town well take west street east street north avenue cause know south street best street ball baby meet south street come yeah hurry come meet south street hippest street town well take west street east street north avenue cause know south street best street ball youyou might also 
"""Days of Wine and Roses""",day wine rose laugh run away like child play meadow land toward closing door door marked nevermore lonely night discloses passing breeze filled memory golden smile introduced day wine rose youyou might also 
"""The Monkey Time""",place right across town whenever ready people gather round whenever ready music begin play feel groove comin way ready ready well get cause got mine monkey time monkey time monkey time dance people know started know beat brings feel hard get parted music begin play automatically way ready ready well get cause got mine monkey time monkey time monkey yeah monkey time monkey yeah monkey time twist hip twist hip let backbone slip let backbone slip move foot move foot get beat get beat might also like ready ready well get cause got mine monkey time monkey time monkey time dance people know started know beat brings feel hard get parted music begin play automatically way ready ready well get cause got mine monkey time monkey time monkey yeah give big strong line looking real 
"""Candy Girl""",finally found candy girl candy girl found girl candy girl set heart whirl candy girl huggin kissin lov mine ine mine ine whoa candy girl get along well candy girl know fell candy girl thrillin thrillin chillin chillin yes divine mine ine mine ine whoa candy girl together everyone know way feel seem glow glow love plain see love real happy candy girl vow eternally candy girl hold hold love love end time mine ine mine ine whoa might also likecandy 
"""Sugar Shack""",crazy little shack beyond track everybody call sugar shack well coffeehouse made wood expresso coffee taste mighty good reason got get back sugar shack whoa baby sugar shack cute little girlie working black leotard foot bare gon drink lot coffee spend little cash make girl love put trash understand got get back might also like sugar shack whoa baby sugar shack yeah honey sugar shack whoa yes sugar shack sugar shack queen married yeah yeah sit around dream old memory one day gon lay track direction sugar shack yes gon back sugar shack whoa sugar shack yeah honey sugar shack yeah yeah yeah sugar shack 
"""Still""",still though broke heart still though far apart love still still time still still mind love still lost count hour lost track day fact lost everything since went away love still everything except memory left one thing one mar know even know gone hope day might hear song know wrote especially love still love wherever might also like flame heart like eternal fire every day burn hotter every day burn higher love still able put one little flicker even tear friend think crazy maybe carry torch long someday might decide come home love still want know still 
"""Blue on Blue""",blue blue blue blue heartache heartache find get losing walk along street used walk two two lover pas passing could die cause tree bare sadness air blue blue blue heartache heartache blue blue blue blue heartache heartache find get losing night lonely night meet dream run side wait open arm open arm closed veil tear vision disappears blue might also likeblue blue heartache heartache blue blue blue blue heartache heartache find get losing blue blue heartache heartache blue blue blue blue 
"""Cry Baby""",garnet mimms enchanter cry cry baby cry baby cry baby welcome back home told loved much left know know come running cry cry baby cry baby cry baby welcome back home well always lose know nobody love way take pain heartache honey know around need cry cry baby cry baby cry baby welcome back home welcome back home spoken spent many night waiting come walking door even tho made fool many time know take sight face make realize always love darlin see got tear shed see baby cause eye eye getting red mon mon mon mon mon cry cry baby cry baby cry baby cry cry baby cry baby cry babyyou might also 
"""Two Faces Have I""",want heart show two face pretend happy blue pretend happy since lost two face one laugh one cry two face one laugh one cry ever laugh never see cry walk smile face kniowing live lie pretend carefree pretend carefree living lie two face one laugh one cry two face one laugh one cryyou might also 
"""Busted""",yeah bill due baby need shoe busted cotton quarter pound busted right got cow went dry hen lay big stack bill get bigger day county gon haul belonging away cause busted right yes well went brother ask loan cause busted hate beg like dog without bone busted tell brother said thing wife kid flu thinking calling cause busted well told yeah thief man wrong busted food canned last summer gone busted right well field bare cotton grow family got pack make living know cause busted today know broke got money talkin bout empty pocket forget hell yeahyou might also 
"""Da Doo Ron Ron""",doo ron ron ron doo ron ron somebody told name bill doo ron ron ron doo ron ron yes heart stood still yes name bill walked home doo ron ron ron doo ron ron knew caught eye doo ron ron ron doo ron ron looked quiet doo ron ron ron doo ron ron yes caught eye yes walked home doo ron ron ron doo ron ron might also likepicked seven looked fine doo ron ron ron doo ron ron someday soon gon make mine doo ron ron ron doo ron ron yes looked fine yes make mine walked home doo ron ron ron doo ron 
"""Foolish Little Girl""",broke heart made cry blue since found somebody new want back foolish little girl fickle little girl want wanted found another love dreaming single thing love pride hurt still love got back right dirt foolish little girl fickle little girl want wanted found another love dreaming single thing might also like love late change heart still love tomorrow wedding day keep quiet smart foolish little girl fickle little girl want wanted found another love dreaming single thing love forget cause belong still love late found somebody new know love single thing really love forget cause belong 
"""In Dreams""",candy colored clown call sandman tiptoe room every night sprinkle stardust whisper sleep everything alright close eye drift away magic night softly say silent prayer like dreamer fall asleep dream dream dream walk dream talk dream mine time together dream dream dawn awake find gone help help cry remember said goodbye bad thing happen dream dream beautiful dreamsyou might also like 
"""More""",look way dem boy demma show anytime kinging gga aha way murder dem show yea know take something bigger aha shutting city city turn sound dem know willing kai look way girl dem feeling flow asking yea ina tsoro see yea came saw conquer gga demma crown king co pull string make dem girl dem halla halla ina tsoro see see around yea something special huh roll street roll som ski make dem boy dem mental aha ina tsoro see killaman adam mayy dey scatter huh enter place mash place rocking instrumental aha ina tsoro give phobia give phobia infect syphilis malaria syphilis malaria dey vex sure huh dem talk say dey beg show yea kai ever deny forty thousand download weh nigga dey bag uhh sabi city best rap yea started bottom till meet jay ooh came gutter dirty dirty reject bar objection sir huh shebi dem say cheap kai bend select dey get flow kai open eye suka well done sir waka dey drown walahi walahi never beat bro money promo data file host huh padi padi fit help build foundation ahead check flow hadu see humble guy waka road omo white kaftan epiphany mama dey pray co refuse lose season clean boy toh one wrong step wound leg yea ban hardama make easy bread thought done iron bean kwana dafu strong morning agah might also like look way dem boy demma show anytime kinging gga aha way murder dem show yea know take something bigger aha shutting city city turn sound dem know willing kai look way girl dem feeling flow asking yea ina tsoro see yea came saw conquer gga demma crown king co pull string make dem girl dem halla halla ina tsoro see see around yea something special huh roll street roll ski make dem boy dem mental aha ina tsoro see killaman adam mayy dey scatter huh enter place mash place rocking instrumental aha ina tsoro give phobia give phobia infect syphilis malaria syphilis malaria idan muka shigo gari babu mai iya gwada kai kafin nan waso baiti kai sai hada dari kai fara rarrabawa kowa sai moda kai domin sha mamaki kai koh hau dutsen mamaki kai hango netsa baki daura kwance manchi sake gun baban maye yafe ban son sadakin kudi dirjib banki maye drop walahi uwarsu toilet flushing maye uwarsu shege shege agayabaya uhh verse two verse two ana akwai jini jini vampire dey burn mic dem dey form burn fire kai dey kill beat dem dey kill one another kai rub cream dey bleach freshness ajebutter dey run wound dey form porshe blackberry get chance chop 
"""I Want to Hold Your Hand""",yeah tell something think understand say something wan hold hand wan hold hand wan hold hand please say let man please say let hold hand let hold hand wan hold hand touch feel happy inside feeling love hide hide hide might also like yeah got something think understand say something want hold hand wan hold hand wan hold hand touch feel happy inside feeling love hide hide hide yeah got something think understand feel something wan hold hand wan hold hand wan hold hand wan hold hand 
"""She Loves You""
",love yeah yeah yeah love yeah yeah yeah love yeah yeah yeah yeah think lost love well saw yesterday thinking told say say love know bad yes love know glad said hurt almost lost mind said know hurting kind say love know bad yes love know glad ooh might also like love yeah yeah yeah love yeah yeah yeah love like know glad know think fair pride hurt apologize love know bad love know glad ooh love yeah yeah yeah love yeah yeah yeah love like know glad love like know glad love like know glad yeah yeah yeah yeah yeah yeah yeah 
"""Hello, Dolly!""",louis dolly nice back belong lookin swell dolly tell dolly still glowin still crowin still goin strong feel room swayin band playin one old favourite song way back take wrap fella find empty lap fella dolly never away hello dolly well hello dolly nice back belong lookin swell dolly tell dolly still glowin still crowin still goin strong feel room swayin band keep playin one old favourite song way back golly gee fella little faith fella dolly never away said never away dolly never away againyou might also 
"""Oh, Pretty Woman""",pretty woman walking street pretty woman kind like meet pretty woman believe truth one could look good mercy pretty woman pardon pretty woman help see pretty woman look lovely lonely like rwar pretty woman stop pretty woman talk pretty woman give smile pretty woman yeah yeah yeah pretty woman look way pretty woman say stay cause need treat right come baby mine tonight might also like pretty woman walk pretty woman make cry pretty woman walk away hey okay way must okay guess home late tomorrow night wait see walking back yeah walking back pretty woman 
"""I Get Around""",round round get around get around yeah get around round round get around get around get around round round get around town town get around round round get around real cool head get around round round get around making real good bread get around round round get around getting bugged driving old strip got find new place kid hip buddy getting real well known yeah bad guy know leave alone get around get around round round get around town town get around round round get around real cool head get around round round get around making real good bread get around round round get around get around round get around round round oooh wah ooh wah ooh wah ooh might also like always take car cause never beat never missed yet girl meet none guy steady cause right leave best girl home saturday night get around get around round round get around town town get around round round get around real cool head get around round round get around making real good bread get around round round get around get around round round round get around get around yeah get around round round get around get around round round get around wah oooh get around round round get around ooooh get around round round get around ooooh get around round round get around get around get around round round get around town town get around round round get around ooooh get around round round get around ooooh get around round round get around 
"""Everybody Loves Somebody""",everybody love somebody sometime everybody fall love somehow something kiss told sometime everybody find somebody someplace telling love may appear something heart keep saying someplace power arrange every girl charm every minute every hour every boy would find found arm everybody love somebody sometime although dream overdue love made well worth waiting someone like power would arrange every girl charm every minute every hour every boy would find found arm might also like everybody love somebody sometime although dream overdue love made well worth waiting someone like everybody love somebody sometime 
"""My Guy""",nothing could say tear away guy nothing could cause stuck like glue guy sticking guy like stamp letter like bird feather stick together tellin start torn apart guy nothing could could make untrue guy guy nothing could buy could make tell lie guy guy guy guy gave guy word honour faithful gon best believing deceiving guy matter opinion think top opinion cream crop matter taste exact ideal matter fact muscle bound man could take hand guy guy handsome face could ever take place guy guy guy guy might also like may movie star come bein happy man today could take away guy muscle bound man muscle bound man could take hand guy guy handsome face handsome face could ever take place guy guy guy guy may movie star come bein happy man today could take away guy say man today could take away guy tell man today could take away guy man today could take away guy 
"""We'll Sing in the Sunshine""",sing sunshine laugh every day sing sunshine way never love cost love dear though never love stay one year sing sunshine laugh everyday sing sunshine way sing morning kiss every night darlin cling soon sight sing sunshine laugh everyday sing sunshine way might also like daddy told hey love man take may give give sing sunshine laugh everyday sing sunshine way year ended gone away often speak say sang sunshine know laughed everyday sang sunshine went 
"""Last Kiss""",well baby lord took away gone heaven got good see baby leave world date daddy car driven far road straight ahead car stalled engine dead stop swerved right never forget sound night cry tire busting glass painful scream heard last well baby lord took away gone heaven got good see baby leave world well woke rain pouring people standing around something warm running eye found baby somehow night might also likei raised head smiled said hold darling little held close kissed last kiss found love knew would miss gone even though hold tight lost love life night well baby lord took away gone heaven got good see baby leave world mmm mmm mmm 
"""Where Did Our Love Go""",baby baby baby leave ooh please leave got burning burning yearning feelin inside ooh deep inside hurt bad came heart baby baby tenderly love burning love baby baby sting like bee baby baby ooh baby baby surrender baby baby helplessly love wan leave baby baby ooh wan leave baby baby ooh baby baby ooh baby baby baby baby love ooh want baby baby want baby baby ooh baby baby ooh baby might also like baby baby love promise baby baby love forever baby baby ooh baby baby got burning burning yearning baby baby feelin inside love ooh deep inside baby baby hurt bad baby baby ooh baby baby heart baby baby perfect guy love got baby baby wan leave behind baby baby ooh baby baby baby baby baby baby leave love ooh please leave baby baby ooh baby baby ooh baby baby baby baby baby baby love 
"""People""",people people need people luckiest people world child needing child yet letting grown pride hide need inside acting like child child lover special people luckiest people world one person one special person feeling deep soul say half whole hunger thirst first person need people people need people luckiest people world one person one special person feeling deep soul say half whole hunger thirst first person need people people need people luckiest people worldyou might also 
"""A Hard Day's Night""",hard day night working like dog hard day night sleeping like log get home find thing make feel alright know work day get money buy thing worth hear say gon give everything earth moan cause get alone know feel okay home everything seems right home feeling holding tight tight yeah hard day night working like dog hard day night sleeping like log get home find thing make feel alright might also like earth moan cause get alone know feel okay home everything seems right home feeling holding tight tight yeah hard day night working like dog hard day night sleeping like log get home find thing make feel alright know feel alright know feel alright 
"""Love Me Do""
",love love know love always true please love whoa love love love know love always true please love whoa love someone love somebody new someone love someone like love love know love always true please love whoa love might also like love love know love always true please love whoa love yeah love whoa love yeah love love 
"""Do Wah Diddy Diddy""",walkin street singin wah diddy diddy dum diddy snappin finger shufflin foot singin wah diddy diddy dum diddy looked good looked good looked fine looked fine looked good looked fine nearly lost mind knew walkin next singin wah diddy diddy dum diddy holdin hand natural singin wah diddy diddy dum diddy walked walked door door walked door kissed little whoa knew falling love yes told thing dreamin might also like together nearly every single day singin wah diddy diddy dum diddy happy gon stay singin wah diddy diddy dum diddy well mine mine mine wedding bell gon chime whoa knew falling love yes told thing dreamin together nearly every single day singin wah diddy diddy dum diddy happy gon stay singin wah diddy diddy dum diddy well mine mine mine wedding bell gon chime whoa yeah wah diddy diddy dum diddy sing wah diddy diddy dum diddy wah diddy diddy dum diddy 
"""Please Please Me""",last night said word girl know never even try girl come come come come come come come come please please whoa yeah like please need show way love always say love come come come come come come come come please please woah yeah like please want sound complaining know always rain heart heart pleasing hard reason woah yeah make blue last night said word girl never even try girl know never even try girl might also like come come come come come come come come please please woah yeah like please woah yeah like please woah yeah like please 
"""Dancing in the Street""",calling around world ready brand new beat summer time right dancing street dancing chicago dancing street new orleans dancing street new york city dancing street need music sweet music sweet sweet sweet sweet music music everywhere everywhere swinging swaying record playing dancing street matter wear long come every guy grab girl everywhere around world dancing dancing street dancing street dancing street might also like invitation across nation chance folk meet laughing singing music swinging dancing street philadelphia dancing street baltimore dancing street forget motor city dancing street need music sweet music sweet sweet sweet sweet music music everywhere everywhere swinging swaying swaying record playing playing dancing street matter wear long come every guy grab girl everywhere around world dancing dancing street dancing street way every day dancing street dancing street dancing street form big strong line get time dancing street dancing street dancing street across ocean blue dancing street dancing street yeah dancing street 
"""Little Children""",better tell tellin little child better tell see good give candy quarter quiet like oughta keep secret wish would away little child playin outside askin fool cause gon know hide try peek gon treat movie stop gigglin child nice like little sugar spice saw kissin sister saw holdin hand snitch mother father understand wish would take nap little child bye bye anywhere little child know would tried might also likego stair sister goin steady kiss ready little child like around wonder around little child like 
"""Love Me with All Your Heart (Cuando Calienta El Sol)""",miscellaneous love heart cuando calienta sol love heart cuando calienta sol ray charles singer vaughan aaaah aaaah love heart want dear love heart promise give kiss every winter every summer every fall far apart near love heart love give love moment hour love always loved start every beat heart aaaah aaaah far apart near love heart love give love moment hour love always loved start every beat heart every beat heart every beat heaaarrrt aaaaaaaah might also 
"""Under the Boardwalk""",sun beat burn tar roof shoe get hot wish tired foot fireproof boardwalk sea blanket baby boardwalk sun boardwalk havin fun boardwalk people walking boardwalk making love boardwalk boardwalk park hear happy sound carousel mmm almost taste hot dog french fry sell boardwalk sea yeah blanket baby might also like boardwalk sun boardwalk havin fun boardwalk people walking boardwalk making love boardwalk boardwalk boardwalk sea yeah blanket baby boardwalk sun boardwalk havin fun boardwalk people walking boardwalk falling love boardwalk boardwalk 
"""Chapel of Love""",goin chapel gon get married goin chapel gon get married gee really love gon get married goin chapel love spring sky blue whoa bird sing knew today day say never lonely anymore goin chapel gon get married goin chapel gon get married gee really love gon get married goin chapel love bell ring sun shine whoa mine love end time never lonely anymore might also like goin chapel gon get married goin chapel gon get married gee really love gon get married goin chapel love yeah yeah yeah yeah goin chapel love yeah yeah yeah yeah goin chapel 
"""Suspicion""",every time kiss still certain love every time hold still certain care though keep saying really really really love say word someone else suspicion torment heart suspicion keep apart suspicion torture every time call tell meet tomorrow help think meeting someone else tonight romance keep causing sorrow doubtful whenever sight might also like suspicion torment heart suspicion keep apart suspicion torture darling love beg wait little longer wait drive foolish fear mind romance keep growing stronger maybe suspicious cause true love hard find suspicion torment heart suspicion keep apart suspicion torture 
"""Glad All Over""",say love say love time time say need say need always mine always mine feelin glad yes glad baby glad glad mine make happy make happy never blue never blue sorrow sorrow cause always true always true feelin glad yes glad baby glad glad mine girl may try take away take away know side stay stay might also like love last love last till end time end time love love mine mine feelin glad yes glad baby glad glad mine girl may try take away take away know side stay stay love last love last till end time end time love love mine mine feelin glad yes glad baby glad glad mine glad mine ine glad mine ine glad mine ine woah woah woah woah woah woah ine 
"""Rag Doll""",ooh ooh ooh ooh ooh ooh ahh ahh rag doll ooh ooh ooh hand kid clothes hand hand always laughed came town called rag doll little rag doll pretty face dressed lace ooh ooh ooh ooh ooh ooh sad rag doll change sad rag glad rag could could folk let cause say good rag doll rag doll though love let know ooh ooh ooh ooh ooh ooh ahh ahh rag doll ooh love way ahh ahh rag doll ooh ooh oohyou might also 
"""Dawn (Go Away)""
",call dawn dawn away good dawn stay good hang hang think big man think place see think future would poor boy like dawn away please away although know want stay dawn away please away baby cry better way ahh ahh ohh ohh dawn away back belong girl change place born say want want think family would say think throwing away think future would poor boy like meee might also likedawn away good dawn away good 
"""Bread and Butter""",like toast jam baby feed loving man well like bread butter like toast jam baby feed loving man like bread butter like toast jam baby feed loving man well cook mashed potato cook bone steak feed peanut butter know take like bread butter like toast jam baby feed loving man well got home early one morning much surprise eating chicken dumpling guy might also like bread butter toast jam found baby eating man bread butter toast jam found baby eating man bread butter toast jam bread butter toast jam bread butter 
"""It Hurts to Be in Love""",turn someone love hurt love deep inside know never want matter cry little bit hurt love die little bit hurt love day night night day hurt love way long exist wanting lip never kissed give kiss somebody else think friend though hurt must pretend way keep keep cry little bit hurt love die little bit hurt love day night night day hurt love way cry little bit hurt love die little bit hurt love day night night day hurt love way might also likeit hurt love day night night day hurt love night day day night hurt love day night night day 
"""Dead Man's Curve""",xke pulled right rolled window shiny new jag challenged drag said buddy mill runnin fine let come line sunset vine throw one better got nerve let race way dead man curve dead man curve place play dead man curve best keep away dead man curve hear say come back dead man curve street deserted late friday night buggin sat light popped clutch light turned green heard whine screamin machine flew past labrea schwab crescent height jag could see six taillight passed doheny started swerve pulled dead man curve dead man curve place play dead man curve might also likewell last thing remember doc started swerve saw jag slide curve know never forget horrible sight guess found everyone right come back dead man curve dead man curve place play dead man curve best keep away dead man curve hear say come back dead man 
"""Come a Little Bit Closer""",little caf side border sitting givin look make mouth water started walking way belonged badman jos knew yes knew leave heard say yeah come little bit closer kind man big strong come little bit closer alone night long started dance arm felt inviting resist one little kiss exciting heard guitar player say vamos jos way knew yes knew run heard say yeah come little bit closer kind man big strong come little bit closer alone night long might also like music stopped looked caf empty heard jos say man know trouble plenty dropped drink hand window ran rode away could hear say jos yeah come little bit closer kind man big strong come little bit closer alone night long still hear say calling name 
"""A World Without Love""",please lock away allow day inside hide loneliness care say stay world without love bird sing tune rain cloud hide moon okay stay loneliness care say stay world without love wait see true love smile may come know know baby might also like lock away allow day inside hide loneliness care say stay world without love wait see true love smile may come know know baby lock away allow day inside hide loneliness care say stay world without love care say stay world without 
"""Have I the Right?""",right hold know always told must never ever part right kiss know always miss loved start come right back bear got love long share come right back show love strong yeah right touch could see much send shiver running spine ooh ooh ooh ooh ooh right thrill know wait give right make mine well come right back bear got love long share come right back show love strong yeah alright might also like bridge right hold know always told must never ever part right kiss know always miss loved start well come right back bear got love long share come right back show love strong yeah yeah come right back bear got love long share come right back right back belong yeah belong yeah belong 
"""Don't Let the Rain Come Down (Crooked Little Man)""",let rain come let rain come let rain come roof got hole might drown yes roof got hole might drown crooked man crooked smile crooked sixpence walked crooked mile crooked cat crooked mouse lived together crooked little house let rain come let rain come let rain come roof got hole might drown yes roof got hole might drown well crooked little man crooked little smile took crooked sixpence walked crooked mile bought crooked nail crooked little bat tried fix roof rat tat tat tat tat might also like let rain come let rain come let rain come roof got hole might drown yes roof got hole might drown crooked little man crooked cat mouse live together crooked little house crooked door crooked little latch crooked roof crooked little patch let rain come let rain come let rain come roof got hole might drown yes roof got hole might drown let rain come let rain come let rain come roof got hole roof got hole roof got hole might 
"""Baby Love""",ooo ooh baby love baby love need need baby love ooh baby love treat bad break heart leave sad tell wrong make stay away long cause baby love baby love missing miss kissing baby love ooh baby love instead breaking throw love away let kissing making throw love away throw love away arm stay baby baby baby ooh need need baby love baby love baby love ooh baby love might also like baby love baby love must separate love baby love ooh baby love whole life throw love away never loved one throw love away like get need baby baby baby ooh ooh need need need hold love baby love baby love feel warm embrace love baby love ooh baby love throw love away throw love away please way throw love away happy like used loneliness got best baby baby baby ooh love baby love baby love baby love need need baby love ooh baby love like throw love away true throw love away deep love baby baby ooh baby baby baby ooh til hurtin til hurtin baby love baby love ooh baby love baby love ooh baby love throw love away throw love away throw love away throw love away 
"""Wishin' and Hopin'""",plannin dreamin night charm get arm lookin find love share got hold kiss love show care show care thing like wear hair cause get thinkin prayin wishin hopin wishin hopin thinkin prayin plannin dreamin kiss start get heart thinkin great true love got hold kiss squeeze love yeah got show care thing like wear hair cause get thinkin prayin wishin hopin might also likejust wishin hopin thinkin prayin plannin dreamin kiss start get heart thinkin great true love got hold kiss squeeze love yeah 
"""You Don't Own Me""",one many toy say boy tell tell say please put display cause try change way tie cause never stay tell say tell let ask young love young free love free live life way want say whatever please might also like tell tell say please put display tell say tell let ask young love young free love free 
"""Walk On By""",see walkin street start cry time meet walk walk make believe see tear let grieve private cause time see break cry walk stop walk stop walk get losin seem broken blue walk walk foolish pride left let hide tear sadness gave said goodbye might also like walk stop walk stop walk stop walk walk walk foolish pride left let hide tear sadness gave said goodbye walk stop walk stop really got walk stop baby leave never see tear cry stop really got walk stop baby leave never see tear cry stop really got walk stop baby leave never see tear cry stop really got walk stop 
"""The House of the Rising Sun""",house new orleans call rising sun ruin many poor boy god know one mother tailor sewed new blue jean father gamblin man new orleans thing gambler need suitcase trunk time satisfied drunk mother tell child done spend life sin misery house rising sun might also like well got one foot platform foot train goin back new orleans wear ball chain well house new orleans call rising sun ruin many poor boy god know one 
"""G.T.O.""",three deuce four speed listen tachin listen eye ine mon turn wind blow gto mixed yeah yeah little gto mixed yeah yeah little gto mixed ahhh little gto oughta see road course quarter mile little modified pon pon got plenty style beat gassers rail job really drive eye ild mon turn wind blow gto mixed yeah yeah little gto mixed yeah yeah little gto mixed ahhh little gto gon save money turnin blowin buy gto turnin blowin get helmet roll bar turnin blowin ready turnin blowin take pomona turnin blowin let know turnin blowin yeah yeah goodest thing around little buddy gon shut turn wind blow gto might also likewa mixed yeah yeah little gto mixed yeah yeah little gto mixed ahhh little gto 
"""Memphis""",give memphis tennessee help find party tried get touch leave number know placed call cause uncle took message wrote wall help information get touch marie one call memphis tennessee home south side high upon ridge half mile mississippi bridge last time saw marie wavin goodbye hurry home drop cheek trickled eye pulled apart mom agree tore apart happy home memphis tennessee might also likehelp information add miss fun marie six year old information please got get memphis 
"""White on White""",blue velvet ribbon bouquet white white lace satin little angel getting married today come wedding gown lookin like queen love since thirteen dreaming day proud came walkin aisle held hand white white lace satin blue velvet ribbon bouquet white white lace satin little angel getting married today waiting kiss bride name new standing close silently saying holding back tear till gone away cause belong someone else organ start play white white lace satin blue velvet ribbon bouquet white white lace satin little angel etting rried todayyou might also 
"""Hey Little Cobra""",hey little cobra know gon shut took cobra track hitched back cadillac everyone waiting plenty stingray xkes shut spring little cobra getting ready strike shut spring little cobra might shut spring little cobra getting ready strike shut spring little cobra might hey little cobra know gon shut flag went could hear rubber burn stingray going turn hung big shift got high flew stingray waved bye bye shut spring little cobra getting ready strike shut spring little cobra might shut spring little cobra getting ready strike shut spring little cobra might hey little cobra know gon shut might also like around far turn straight away blowing everything got way stingray jag far behind took cobra gear let coast line shut spring little cobra getting ready strike shut spring little cobra might shut spring little cobra getting ready strike shut spring little cobra might hey little cobra know gon shut shut shut shut shut shut shut 
"""The Shoop Shoop Song (It's in His Kiss)""",tell love eye deceived eye make believe wan know love kiss yeah face charm one embrace arm wan know love kiss kiss kiss squeeze tight find wan know love really kiss bout way act way listenin say wan know love kiss yeah kiss whoa kiss squeeze tight find wan know love really kiss bout way act way listenin say wan know love kiss yeah kiss kiss might also 
"""Bits and Pieces""",piece bit piece since left said goodbye piece bit piece sit cry piece bit piece went away left misery piece bit piece way always piece bit piece said loved always mine piece bit piece together til end time piece bit piece say game piece bit piece doin leavin pain time go go slow yeah seem true day ago said love never make blue might also like piece bit piece gone alone piece bit piece still way throne piece bit piece nothin seems ever right piece bit piece cause night day day 
"""My Boy Lollipop""",make heart giddyup sweet candy sugar dandy whoa boy lollipop never ever leave would grieve heart told love love love want know need need need never let boy lollipop make heart giddyup set world fire one desire whoa lollipop love love love want know need need need never let might also likemy boy lollipop make heart giddyup set world fire one desire whoa lollipop whoa lollipop boy lollipop boy lollipop boy lollipop boy lollipop 
"""Um, Um, Um, Um, Um, Um""",man sitting bench crowd head lowly bowed moaned made sense help yes born curious mind asked man mean moaned kind grown woman love gone man think understand sometimes everyone must sing song listen sing might also likeum hear everybody hear one time 
"""The Little Old Lady (from Pasadena)""",little old lady pasadena little old lady pasadena granny granny granny pretty little flower bed white gardenia granny granny granny parked rickety old garage brand new shiny red super stock dodge everybody saying nobody meaner little old lady pasadena drive real fast drive real hard terror colorado boulevard little old lady pasadena see street try choose granny granny granny might drive goer never lose granny granny granny well gon get ticket sooner later cause keep foot accelerator might also like everybody saying nobody meaner little old lady pasadena drive real fast drive real hard terror colorado boulevard little old lady pasadena granny granny granny granny granny granny guy come race mile around give length shut everybody saying nobody meaner little old lady pasadena drive real fast drive real hard terror colorado boulevard little old lady pasadena granny granny granny granny granny granny granny granny granny granny granny granny granny granny granny granny 
"""Don't Let the Sun Catch You Crying""",night time tear heart may broken tonight tomorrow morning light let sun catch cryin night time shadow disappear tear morning bring joy every girl boy let sun catch cryin know cryin bad thing stop cryin bird sing may hard discover left another forget love game always come let sun catch cryin let sun catch cryin ohyou might also 
"""A Summer Song""",showin silver leaf walked soft kiss summer day laughing care away sweet sleepy warmth summer night gazing distant light starry sky say good thing must end day autumn leaf must fall know hurt say goodbye wish rain beat window pane think summer day dream say good thing must end day autumn leaf must fall know hurt say goodbye wish might also likeand rain beat window pane think summer day dream dream 
"""Wooly Bully""",uno do one two tres cuatro yes wooly bully watch watch come come watch git matty told hatty thing saw two big horn wooly jaw wooly bully wooly bully yeah drive wooly bully wooly bully wooly bully hatty told matty let take chance let seven come learn dance wooly bully wooly bully wooly bully wooly bully wooly bully watch watch watch watch yeah yeah drive drive drive matty told hatty thing get someone really pull wool wooly bully wooly bully wooly bully wooly bully wooly bully might also like watch watch come got got 
"""I Can't Help Myself (Sugar Pie Honey Bunch)""",ooh sugar pie honey bunch know love help love nobody else life life come come leaving picture behind ooo kissed thousand time ooo snap finger wink eye come running tied apron string help nothing ooh help ooh help ooh cause sugar pie honey bunch sugar pie honey bunch weaker man help fool love see might also like wan tell love tell tried every time see face help get choked inside call name girl start flame burning heart tearing apart matter try love hide cause sugar pie honey bunch sugar pie honey bunch know weak weak help love nobody else ooh sugar pie honey bunch sugar pie honey bunch anything ask ask help want nobody else ooh sugar pie honey bunch sugar pie honey bunch know love love help help ooh sugar pie honey bunch sugar pie honey bunch know love 
"""(I Can't Get No) Satisfaction""",get satisfaction get satisfaction cause try try try try get get driving car man come radio telling useless information supposed fire imagination get hey hey hey say get satisfaction get satisfaction cause try try try try get get watching man come tell white shirt well man cause smoke cigarette get hey hey hey say might also like get satisfaction get girl reaction cause try try try try get get riding round world signing trying make girl tell baby better come back maybe next week cause see losing streak get hey hey hey say get get get get satisfaction satisfaction satisfaction satisfaction get 
"""You Were on My Mind""",woke mornin mind mind got trouble whoa got worry whoa got wound bind went corner ease pain said ease pain got trouble whoa got worry whoa came home woke mornin mind mind yeah got trouble whoa got worry whoa got wound bind hey got feelin shoe said way shoe hey got ramble whoa got move whoa got walk away blue might also like woke mornin mind mind hey got trouble whoa got worry whoa got wound 
